β,p_DA,p_15,p_ID,q_FC,q_DA,q_15_neg,q_15_pos,R_exp,R_STD,CVaR
1.3,28.21,27.846429520000004,27.183170105,19.4125,16.859368267444893,-3.441702780950127,9.282175371448306,546.3503230502754,135.58904705646844,251.06556507371167
1.3,28.15,27.7872028,27.125354075,23.94375,20.72891550527771,-3.6723878667454954,10.634415095333269,669.2640115444345,147.09457006167997,344.57704868901794
1.3,28.08,27.718104959999998,27.05790204,24.225,21.179205905019227,-3.9548658764870517,10.71134863496254,678.049513359555,151.70337530953643,349.52784310493104
1.3,28.14,27.777331679999996,27.115718070000003,24.587500000000002,20.99297023086493,-3.366426888448572,10.995676775789452,685.7884080256242,154.79480552547986,367.07109413576353
1.3,28.12,27.757589439999997,27.096446060000005,25.05,21.2925,-3.543686107164604,11.644892052486009,699.3212742356002,160.68444413615032,379.1180311851958
1.3,28.23,27.866171760000004,27.202442115000004,25.5,21.675,-3.5382804705686683,11.585004451212036,714.9011366375278,164.60819843023847,388.3358314393721
1.3,36.66,36.18752592,35.32559433,26.0625,22.153125,-4.175348129882816,12.907968326319018,954.7070289492779,232.16235634295987,480.6559526824202
1.3,47.91,47.29253591999999,46.16609995499999,26.887500000000003,22.948019232931383,-4.1039049895618085,13.385615183217565,1291.8980815110058,317.8153231191702,657.0669618721022
1.3,49.64,49.00023968,47.83312882,27.8125,25.282888420220562,-5.831826770529718,12.908218292588368,1376.8876926120106,350.2357692222327,636.5879887139338
1.3,44.98,44.40029776,43.34275049,28.39375,24.134687500000002,-4.980299340697466,14.011668894616218,1257.4952117197945,322.0307264186185,571.6763240325324
1.3,40.02,39.504222240000004,38.563292010000005,28.55,24.267500000000002,-4.99384391944186,13.84372241625602,1118.356670461483,285.0199612789919,541.7167198920499
1.3,37.64,37.154895679999996,36.26992282,28.675,24.37375,-5.135225985716746,14.16385149691928,1053.4378762494352,274.2968938235505,521.4877202452311
1.3,31.39,30.985445680000005,30.247419694999998,29.106250000000003,24.7403125,-4.665874030666758,14.171727743204205,896.8686590420587,226.03346575237097,449.9065352855872
1.3,31.06,30.65969872,29.92943153,29.900000000000002,25.415000000000003,-5.087737184641417,14.425192392953322,906.1110066481899,232.43224485311825,445.27817658760625
1.3,30.12,29.731813439999996,29.023647060000002,30.5375,25.956875,-5.703411077237727,15.335321589972171,900.0814346813876,242.77366351773006,425.26067408730376
1.3,32.06,31.64681072,30.89303203,30.8625,26.233125,-5.8079609369560705,15.479452101904062,963.5226036813233,250.12775586196364,457.2938165487922
1.3,31.63,31.22235255999999,30.478683815,31.212500000000002,26.530625,-5.8362747701376065,15.961166715600834,965.4509972995145,255.89309916332203,450.0979252325578
1.3,38.13,37.63858056,36.742087065,31.69375,36.06251834228565,-8.706989289938091,-1.7619574047856474,1167.0259396584813,136.5652499689423,710.487990990114
1.3,42.76,42.20890912,41.20355738,32.40625,27.5453125,-16.19600166365596,7.260620312499995,1235.1239688147657,412.0597169614473,52.44916154977254
1.3,39.96,39.44499552,38.50547598,33.31875,28.36820408731013,-2.1463413551572756,7.552073912689874,1268.4318276351455,176.08597599836438,769.7179800682985
1.3,30.58,30.18588496,29.466903289999994,34.03125,28.9265625,-1.7454184415934142,8.803203749999998,1005.662381728922,124.37151326372845,670.5306267752239
1.3,28.7,28.330114400000003,27.655334349999997,34.06875,30.92710284058866,-3.171928733038431,5.85351965941134,946.9030673149481,109.06257933290985,625.6074793448753
1.3,28.2,27.836558399999994,27.1735341,33.050000000000004,28.760601792221454,-1.052140155644655,7.489629707778551,908.6072620663828,98.86732775344099,638.5577475988538
1.3,27.42,27.066611040000005,26.421925710000004,30.7375,26.126875000000002,-6.041744841681475,16.65257205776207,837.405332965586,233.18925010196241,365.5090828018202
