β,p_DA,p_15,p_ID,q_FC,q_DA,q_15_neg,q_15_pos,R_exp,R_STD,CVaR
5.5,28.21,27.846429520000004,27.183170105,19.4125,16.500625,-3.1621622651484733,8.156464940742284,545.701339657258,133.1637782861137,251.4314929733952
5.5,28.15,27.7872028,27.125354075,23.94375,20.3521875,-3.3871223732129927,9.40789777509685,668.5665155682893,144.31727243260713,344.976032180288
5.5,28.08,27.718104959999998,27.05790204,24.225,20.591250000000002,-3.4774991672749893,9.86414366655396,677.3264806791402,149.38712542515705,349.954888972974
5.5,28.14,27.777331679999996,27.115718070000003,24.587500000000002,20.899375000000003,-3.3217466426409032,9.577694686719424,685.2382425268449,152.21579393872722,367.35483507566147
5.5,28.12,27.757589439999997,27.096446060000005,25.05,21.2925,-3.5781789142459988,10.023232328345527,698.7737970944564,157.80387099889413,379.368769832023
5.5,28.23,27.866171760000004,27.202442115000004,25.5,21.675,-3.572590552299696,10.127463814698132,714.4060438637209,162.1199214105125,388.5679079635549
5.5,36.66,36.18752592,35.32559433,26.0625,22.153125,-4.214892701184835,10.995156570361132,953.8656301525768,227.71192865758215,481.06588408804
5.5,47.91,47.29253591999999,46.16609995499999,26.887500000000003,22.854375000000005,-4.075649125090874,11.085294730305954,1290.4551076953717,311.04152082640167,657.7733016425732
5.5,49.64,49.00023968,47.83312882,27.8125,23.640625,-4.456803264705878,11.707326874008517,1374.0219498930942,342.8609265818393,638.22575477365
5.5,44.98,44.40029776,43.34275049,28.39375,24.134687500000002,-5.033012043902759,12.431746628425103,1256.6319173923987,317.4828443431337,572.0846214607182
5.5,40.02,39.504222240000004,38.563292010000005,28.55,24.267500000000002,-5.043396695837863,12.365126093370803,1117.6377296197527,281.17903691937215,542.0595030681026
5.5,37.64,37.154895679999996,36.26992282,28.675,24.37375,-5.196359166779625,12.500765161125928,1052.6749325108851,270.2295822927973,521.8540873805138
5.5,31.39,30.985445680000005,30.247419694999998,29.106250000000003,24.7403125,-4.717485159701847,12.54822826177583,896.250521462923,222.76247114284246,450.1920590550471
5.5,31.06,30.65969872,29.92943153,29.900000000000002,25.415000000000003,-5.164462764403546,12.716102459115275,905.4589454097021,229.10166153962456,445.58864518797554
5.5,30.12,29.731813439999996,29.023647060000002,30.5375,25.956875,-5.772315219822974,13.703495254669786,899.4792346084472,239.631161448398,425.58096143501507
5.5,32.06,31.64681072,30.89303203,30.8625,26.233125,-5.867503044706614,13.678253161156782,962.8213102063406,246.16761354798638,457.6460955927319
5.5,31.63,31.22235255999999,30.478683815,31.212500000000002,26.530625,-5.902723783963706,14.021352146041666,964.7049995389167,251.7815360636193,450.4454063905018
5.5,38.13,37.63858056,36.742087065,31.69375,29.930189584368613,-3.7908213371931616,4.3703713531313895,1163.4672539690143,135.3807068198028,712.144915890597
5.5,42.76,42.20890912,41.20355738,32.40625,27.5453125,-16.31655232478064,7.260620312499995,1235.0633709063056,412.60411816133416,52.47421646392094
5.5,39.96,39.44499552,38.50547598,33.31875,28.3209375,-2.1251049094132215,7.599340500000004,1268.3952572176113,176.16652947386854,769.7429546999628
5.5,30.58,30.18588496,29.466903289999994,34.03125,28.9265625,-1.7589136401302654,8.803203749999998,1005.6575303287316,124.39710559807546,670.5330996101981
5.5,28.7,28.330114400000003,27.655334349999997,34.06875,29.11991311287588,-1.6022463940026554,7.660709387124118,946.1544812343959,110.17325509375502,625.9794357301909
5.5,28.2,27.836558399999994,27.1735341,33.050000000000004,28.161417255229377,-0.49250797928503687,8.088814244770628,908.376381391452,99.314022372105,638.6783131063373
5.5,27.42,27.066611040000005,26.421925710000004,30.7375,26.126875000000002,-6.119444684495514,14.300462778624324,836.6221018177748,229.09598960436557,365.87643582567256
