β,p_DA,p_15,p_ID,q_FC,q_DA,q_15_neg,q_15_pos,R_exp,R_STD,CVaR
4.9,28.21,27.846429520000004,27.183170105,19.4125,16.500625,-3.1621622651484733,8.156464940742284,545.701339657258,133.1637782861137,251.4314929733952
4.9,28.15,27.7872028,27.125354075,23.94375,20.3521875,-3.3800733145363897,9.411805943493453,668.5701415816734,144.31282269133277,344.9753287632208
4.9,28.08,27.718104959999998,27.05790204,24.225,20.591250000000002,-3.4772812739826646,9.864260080088009,677.3265910343118,149.3869888822052,349.95486745165374
4.9,28.14,27.777331679999996,27.115718070000003,24.587500000000002,20.899375000000003,-3.3217466426409032,9.577694686719424,685.2382425268449,152.21579393872722,367.35483507566147
4.9,28.12,27.757589439999997,27.096446060000005,25.05,21.2925,-3.5749928571428575,10.023635610455573,698.774983628386,157.8000568379584,379.3685436715414
4.9,28.23,27.866171760000004,27.202442115000004,25.5,21.675,-3.572590552299696,10.127463814698132,714.4060438637209,162.1199214105125,388.5679079635549
4.9,36.66,36.18752592,35.32559433,26.0625,22.153125,-4.214892701184835,10.995156570361132,953.8656301525768,227.71192865758215,481.06588408804
4.9,47.91,47.29253591999999,46.16609995499999,26.887500000000003,22.854375000000005,-4.075653090548831,11.085298907792108,1290.4551078147895,311.0415396357464,657.7733016195422
4.9,49.64,49.00023968,47.83312882,27.8125,23.640625,-4.448057737493612,11.708081315425625,1374.0274936513729,342.84245219717786,638.224716100775
4.9,44.98,44.40029776,43.34275049,28.39375,24.134687500000002,-5.033012043902759,12.431746628425103,1256.6319173923987,317.4828443431337,572.0846214607182
4.9,40.02,39.504222240000004,38.563292010000005,28.55,24.267500000000002,-5.041756131200707,12.36615205634718,1117.638984127973,281.1783134446572,542.0592733894405
4.9,37.64,37.154895679999996,36.26992282,28.675,24.37375,-5.196359166779625,12.500765161125928,1052.6749325108851,270.2295822927973,521.8540873805138
4.9,31.39,30.985445680000005,30.247419694999998,29.106250000000003,24.7403125,-4.715572883284754,12.547936876084023,896.25111959266,222.75928578170598,450.1919412452201
4.9,31.06,30.65969872,29.92943153,29.900000000000002,25.415000000000003,-5.164462764403546,12.716102459115275,905.4589454097021,229.10166153962456,445.58864518797554
4.9,30.12,29.731813439999996,29.023647060000002,30.5375,25.956875,-5.772131685860485,13.703563863685297,899.479323888037,239.63102146366862,425.58094413859646
4.9,32.06,31.64681072,30.89303203,30.8625,26.233125,-5.867503044706614,13.678253161156782,962.8213102063406,246.16761354798638,457.6460955927319
4.9,31.63,31.22235255999999,30.478683815,31.212500000000002,26.530625,-5.899943192381531,14.02128217196733,964.706007439677,251.77716722888704,450.44521622128843
4.9,38.13,37.63858056,36.742087065,31.69375,30.118982367586774,-3.961938491703627,4.181578569913228,1163.5679534558979,135.3323000051178,712.1251600422332
4.9,42.76,42.20890912,41.20355738,32.40625,27.5453125,-16.31655232478064,7.260620312499995,1235.0633709063056,412.60411816133416,52.47421646392094
4.9,39.96,39.44499552,38.50547598,33.31875,28.3209375,-2.1251049094132215,7.599340500000004,1268.3952572176113,176.16652947386854,769.7429546999628
4.9,30.58,30.18588496,29.466903289999994,34.03125,28.9265625,-1.756682521099026,8.803203749999998,1005.6583323955751,124.39286815554173,670.5329415100897
4.9,28.7,28.330114400000003,27.655334349999997,34.06875,29.155683133105967,-1.631232946682708,7.624939366894033,946.170000724077,110.14265891472884,625.9764399427781
4.9,28.2,27.836558399999994,27.1735341,33.050000000000004,28.168028558418765,-0.4984465865414549,8.08220294158124,908.3790072209364,99.30842927358121,638.6777985319924
4.9,27.42,27.066611040000005,26.421925710000004,30.7375,26.126875000000002,-6.119444684495514,14.300462778624324,836.6221018177748,229.09598960436557,365.87643582567256
