β,p_DA,p_15,p_ID,q_FC,q_DA,q_15_neg,q_15_pos,R_exp,R_STD,CVaR
4.0,28.21,27.846429520000004,27.183170105,19.4125,16.500625,-3.154857496746059,8.245264780402996,545.7332108003194,133.28925730306568,251.42477101159562
4.0,28.15,27.7872028,27.125354075,23.94375,20.3521875,-3.378960883097144,9.4774649190666,668.5922378669723,144.4192345458732,344.97065798492895
4.0,28.08,27.718104959999998,27.05790204,24.225,20.591250000000002,-3.4772812739826646,9.96691778457464,677.3604784924431,149.55890540263067,349.94771651552577
4.0,28.14,27.777331679999996,27.115718070000003,24.587500000000002,20.899375000000003,-3.318606381998501,9.678169485133592,685.2725190934813,152.3654438674153,367.3475937551235
4.0,28.12,27.757589439999997,27.096446060000005,25.05,21.2925,-3.5731034589646775,10.159969364246011,698.8206762893295,158.0097059674062,379.358904062974
4.0,28.23,27.866171760000004,27.202442115000004,25.5,21.675,-3.568203576826795,10.31084703883485,714.4683581876851,162.39428060056474,388.55473164020765
4.0,36.66,36.18752592,35.32559433,26.0625,22.153125,-4.213958437817934,11.183649224190592,953.947266674541,228.0919810916471,481.04864171586064
4.0,47.91,47.29253591999999,46.16609995499999,26.887500000000003,22.854375000000005,-4.0737794313354945,11.458148351176693,1290.666158604631,311.93993180732383,657.7287646278265
4.0,49.64,49.00023968,47.83312882,27.8125,23.640625,-4.445286341937215,11.877178034657733,1374.1277882230015,343.2706835457839,638.2034951523865
4.0,44.98,44.40029776,43.34275049,28.39375,24.134687500000002,-5.0169334938576755,12.6264978036689,1256.743398592606,317.9651128464815,572.0610853098186
4.0,40.02,39.504222240000004,38.563292010000005,28.55,24.267500000000002,-5.041479806120518,12.51251586061066,1117.7079731932881,281.5304324146578,542.044709608156
4.0,37.64,37.154895679999996,36.26992282,28.675,24.37375,-5.193145739984724,12.718873118808895,1052.7728642201853,270.71634514102885,521.8334303841192
4.0,31.39,30.985445680000005,30.247419694999998,29.106250000000003,24.7403125,-4.701924174302048,12.74896140810214,896.3303368077316,223.11200695540361,450.17519344386113
4.0,31.06,30.65969872,29.92943153,29.900000000000002,25.415000000000003,-5.145703342946464,12.755574650475955,905.4802077278329,229.14541618855293,445.58408862986505
4.0,30.12,29.731813439999996,29.023647060000002,30.5375,25.956875,-5.771419902580376,13.756090881126742,899.4981748524282,239.72380798723103,425.57695321391697
4.0,32.06,31.64681072,30.89303203,30.8625,26.233125,-5.861650714550757,13.799812427927218,962.8693302796514,246.4037034994878,457.635940821672
4.0,31.63,31.22235255999999,30.478683815,31.212500000000002,26.530625,-5.899943192381531,14.332028280795479,964.8215535240599,252.38520048271926,450.42083367049173
4.0,38.13,37.63858056,36.742087065,31.69375,30.502106387345943,-4.307010837053575,3.7984545501540588,1163.773284586429,135.2545762782897,712.078678182439
4.0,42.76,42.20890912,41.20355738,32.40625,27.5453125,-16.301643390446788,7.260620312499995,1235.0708652678427,412.5365812913221,52.472473017317476
4.0,39.96,39.44499552,38.50547598,33.31875,28.3209375,-2.123673307888299,7.599340500000004,1268.3959297264144,176.1635757068398,769.742807963738
4.0,30.58,30.18588496,29.466903289999994,34.03125,28.9265625,-1.756682521099026,8.803203749999998,1005.6583323955751,124.39286815554173,670.5329415100897
4.0,28.7,28.330114400000003,27.655334349999997,34.06875,29.302916651800462,-1.7677267798294025,7.4777058481995375,946.2280837452549,110.04910926025056,625.9631803864287
4.0,28.2,27.836558399999994,27.1735341,33.050000000000004,28.186412195661358,-0.5144630567963517,8.063819304338647,908.386473344087,99.29221796280815,638.6761172542657
4.0,27.42,27.066611040000005,26.421925710000004,30.7375,26.126875000000002,-6.118295378080262,14.60746937221152,836.721433611817,229.5735141702633,365.8554676428345
