β,p_DA,p_15,p_ID,q_FC,q_DA,q_15_neg,q_15_pos,R_exp,R_STD,CVaR
0.5,28.21,27.846429520000004,27.183170105,19.4125,20.383125000000003,-6.057261788254436,9.593913322968692,549.2046063031086,143.59313836093645,247.75908699336551
0.5,28.15,27.7872028,27.125354075,23.94375,25.140937500000003,-6.967582344573644,10.754739281097905,672.7341299749157,156.93160808689672,340.5350860553545
0.5,28.08,27.718104959999998,27.05790204,24.225,25.43625,-7.098522764864672,11.357733963430832,681.5762764567224,162.56187836381898,345.3263809568309
0.5,28.14,27.777331679999996,27.115718070000003,24.587500000000002,25.816875000000003,-7.112547875351749,11.000479343213396,689.4917929198546,164.79773943805026,362.16748404946037
0.5,28.12,27.757589439999997,27.096446060000005,25.05,26.302500000000002,-7.398849461332384,11.526366388924902,703.1356903808751,170.74253242224827,373.8322637420973
0.5,28.23,27.866171760000004,27.202442115000004,25.5,26.775,-7.492580553209665,11.688828558934523,718.8638443250708,175.23936849607264,382.60002186299806
0.5,36.66,36.18752592,35.32559433,26.0625,27.365625,-8.095199104348215,12.870987240144574,959.9573592294578,245.87684727927711,473.7128952893564
0.5,47.91,47.29253591999999,46.16609995499999,26.887500000000003,28.231875000000002,-8.118419280516044,13.136761087392898,1298.7113920795146,334.5194112481897,648.4191897405184
0.5,49.64,49.00023968,47.83312882,27.8125,29.203125,-8.593328148276575,14.019042373361533,1383.0077934069693,369.6383567248922,629.6752833687291
0.5,44.98,44.40029776,43.34275049,28.39375,29.8134375,-9.328474570035453,14.789342003625645,1264.904754989766,344.6683889634034,562.6163175249993
0.5,40.02,39.504222240000004,38.563292010000005,28.55,29.87489227527673,-9.284002378243375,14.760182542953473,1124.9377962181543,305.7393400289575,532.0443148219696
0.5,37.64,37.154895679999996,36.26992282,28.675,30.10875,-9.443745400882158,14.79643360700965,1059.6687165017088,293.0061311382494,512.6156648538838
0.5,31.39,30.985445680000005,30.247419694999998,29.106250000000003,30.561562500000004,-9.18699191139058,14.559662335968085,901.9947063088987,240.9623573635202,442.5693978080495
0.5,31.06,30.65969872,29.92943153,29.900000000000002,31.395000000000003,-9.517318943381689,14.886502924432868,911.4228569596451,247.50861947632157,438.276887334609
0.5,30.12,29.731813439999996,29.023647060000002,30.5375,32.064375,-10.229950947832505,16.100007192495294,905.4454009028838,258.5298255895817,417.7946172247624
0.5,32.06,31.64681072,30.89303203,30.8625,32.405625,-10.375709938242233,16.43751806605333,969.3652624006244,268.9161478617663,448.8549958460327
0.5,31.63,31.22235255999999,30.478683815,31.212500000000002,32.773125,-10.518086606117762,16.7441309667895,971.1883630392131,273.6451266833775,441.99525103117236
0.5,38.13,37.63858056,36.742087065,31.69375,33.2784375,-6.1387298730968745,1.0221234374999995,1165.5610469580542,134.29004678493752,711.2383362648156
0.5,42.76,42.20890912,41.20355738,32.40625,30.7859375,-17.67016735037274,4.019995312499997,1237.79780416989,406.29390598768856,45.807780365669245
0.5,39.96,39.44499552,38.50547598,33.31875,32.41456663426382,-5.56581621059301,3.5057113657361825,1270.8102090923142,174.0706229075409,766.2156956242758
0.5,30.58,30.18588496,29.466903289999994,34.03125,32.3296875,-4.768341435792916,5.400078749999999,1007.140283610956,122.48129278379166,667.365427586174
0.5,28.7,28.330114400000003,27.655334349999997,34.06875,35.7721875,-6.924378158929298,1.0084349999999986,949.0638385899987,107.85220816138498,622.9603581380219
0.5,28.2,27.836558399999994,27.1735341,33.050000000000004,32.87347549705605,-4.492965944657044,3.3767560029439565,910.3248435157429,96.8598271293927,635.9958050268884
0.5,27.42,27.066611040000005,26.421925710000004,30.7375,32.274375,-10.503669830486457,17.377177492876644,842.3362971184679,247.28786178708353,359.42496914076946
