β,p_DA,p_15,p_ID,q_FC,q_DA,q_15_neg,q_15_pos,R_exp,R_STD,CVaR
0.5,28.21,27.846429520000004,27.183170105,19.4125,21.35375,-6.842781603360574,8.923886748841573,549.7185706466288,144.17914092631804,247.00065026935357
0.5,28.15,27.7872028,27.125354075,23.94375,26.338125,-7.908369941573746,9.881670139717638,673.3605738834368,157.52323246285167,339.61760424431384
0.5,28.08,27.718104959999998,27.05790204,24.225,26.6475,-8.088860685098048,10.498267755587303,682.2036695673803,163.27619763038604,344.35925500730207
0.5,28.14,27.777331679999996,27.115718070000003,24.587500000000002,26.738928879883478,-7.853459060462058,10.376604984119123,689.984755702117,165.41079373403312,361.24219993881997
0.5,28.12,27.757589439999997,27.096446060000005,25.05,26.93750873054812,-7.889652375507142,11.130459244440512,703.492534826331,171.24070528227438,373.13801286972165
0.5,28.23,27.866171760000004,27.202442115000004,25.5,26.965509270579354,-7.627787193780668,11.574048042007572,718.9766416845699,175.38281883722533,382.3769734664641
0.5,36.66,36.18752592,35.32559433,26.0625,28.66875,-9.145947242821073,12.044946436429203,960.887424779659,247.2171354217811,471.99240705768347
0.5,47.91,47.29253591999999,46.16609995499999,26.887500000000003,29.57625,-9.171020002031295,12.172022401415301,1299.9196458714057,335.58321694939775,646.231773476302
0.5,49.64,49.00023968,47.83312882,27.8125,30.59375,-9.72386043471118,13.108355216785839,1384.3293089518663,371.3987890223808,627.785504104703
0.5,44.98,44.40029776,43.34275049,28.39375,31.233125,-10.432429757727213,13.926733001638656,1266.1892703584567,346.6872248581042,560.4694910138182
0.5,40.02,39.504222240000004,38.563292010000005,28.55,29.87489227527673,-9.284002378243375,14.760182542953473,1124.9377962181543,305.7393400289575,532.0443148219696
0.5,37.64,37.154895679999996,36.26992282,28.675,30.74060034271694,-9.955124572028422,14.446025662248971,1060.1530711331027,293.926518758135,511.66744880016756
0.5,31.39,30.985445680000005,30.247419694999998,29.106250000000003,30.98947624442969,-9.506972163424422,14.250303690381648,902.2513978956156,241.17093462231261,442.0652625133812
0.5,31.06,30.65969872,29.92943153,29.900000000000002,32.89,-10.678201238095243,13.907572269983692,912.3317392275396,248.7324613816673,436.5481373733003
0.5,30.12,29.731813439999996,29.023647060000002,30.5375,33.59125,-11.462989016260678,14.960394461357396,906.2792790342799,259.26696421715775,416.2389365487764
0.5,32.06,31.64681072,30.89303203,30.8625,33.108027622830654,-10.943403652152204,15.964644523227594,969.792765051692,269.4879177298527,448.02560228298887
0.5,31.63,31.22235255999999,30.478683815,31.212500000000002,33.26935238277742,-10.891976162973585,16.462020783198753,971.5157544045959,274.19116855488824,441.35245761285677
0.5,38.13,37.63858056,36.742087065,31.69375,34.863125000000004,-7.431343270456954,-0.5625640625000017,1166.4707144684166,135.04656485093733,710.7630898053711
0.5,42.76,42.20890912,41.20355738,32.40625,29.165625,-16.45413223982807,5.640307812499998,1236.701644239924,406.95544407738674,48.86460873557479
0.5,39.96,39.44499552,38.50547598,33.31875,32.41456663426382,-5.56581621059301,3.5057113657361825,1270.8102090923142,174.0706229075409,766.2156956242758
0.5,30.58,30.18588496,29.466903289999994,34.03125,30.628125,-3.2485162447851477,7.101641249999997,1006.4043393412456,123.17824448933457,669.1502792448944
0.5,28.7,28.330114400000003,27.655334349999997,34.06875,37.475625,-8.255874386434996,-0.6950025000000011,949.8194048669741,108.36003586426209,621.6066846194776
0.5,28.2,27.836558399999994,27.1735341,33.050000000000004,32.87347549705605,-4.492965944657044,3.3767560029439565,910.3248435157429,96.8598271293927,635.9958050268884
0.5,27.42,27.066611040000005,26.421925710000004,30.7375,33.81125,-11.663714244461486,16.371131113765372,843.1719890640361,248.2731930341789,357.9536292310293
